province,make,model,model_year,condition,vehicles,price_p10,price_p25,price_median,price_p75,price_p90,price_mean,mileage_median,days_on_market_median
BC,Buick,Envista,2026,New,118,31137,32306,33316,35300,36800,33673,11,53
BC,Cadillac,Escalade,2023,Used,11,107937,112442,119998,136498,149995,125778,40900,37
BC,Cadillac,Escalade,2026,New,34,145180,161309,169012,171456,182174,166289,12,19
BC,Cadillac,LYRIQ,2024,Used,41,47495,47990,49995,56788,60995,53278,33250,26
BC,Cadillac,LYRIQ,2027,New,15,75216,76528,77349,83832,94933,82056,8,14
BC,Cadillac,OPTIQ,2026,New,11,61822,62761,68223,71673,76152,68973,8,27
BC,Cadillac,OPTIQ,2027,New,55,61574,63199,65608,68206,70668,65966,10,7
BC,Cadillac,VISTIQ,2027,New,22,92289,92314,93919,98360,100542,97130,11,18
BC,Cadillac,XT5,2026,New,16,54770,58164,71468,74312,75420,67376,12,17
BC,Chevrolet,Blazer,2026,New,55,47804,53019,58834,61476,68327,57888,10,51
BC,Chevrolet,Blazer EV,2024,Used,12,39015,39421,41300,46324,60075,45847,22066,44
BC,Chevrolet,Blazer EV,2026,New,24,61820,65260,71312,73689,77247,69989,15,53
BC,Chevrolet,Bolt,2027,New,992,38508,40042,43109,43758,47204,42652,6,43
BC,Chevrolet,Bolt EUV,2023,Used,10,25697,27220,28392,28842,30094,27923,50876,24
BC,Chevrolet,Bolt EV,2027,New,246,40010,43314,44008,45279,47079,44104,5,34
BC,Chevrolet,Colorado,2019,Used,16,24350,24950,30772,34762,39989,31081,100644,36
BC,Chevrolet,Colorado,2020,Used,12,20000,23938,29488,37245,38895,29805,121786,38
BC,Chevrolet,Colorado,2021,Used,18,23410,28100,32443,39253,43884,33384,108779,38
BC,Chevrolet,Colorado,2022,Used,14,28797,32468,40494,44734,49766,39536,76148,27
BC,Chevrolet,Colorado,2024,Used,12,43318,45054,46988,56404,57859,49993,36428,46
BC,Chevrolet,Colorado,2026,New,187,48744,53263,56787,64330,68511,58260,12,41
BC,Chevrolet,Corvette,2024,Used,11,84900,88438,108980,167165,181995,130993,9487,19
BC,Chevrolet,Corvette,2026,New,71,82472,83467,90418,129718,178593,113411,21,60
BC,Chevrolet,Corvette,2027,New,36,100241,105380,126698,173030,196202,139649,6,29
BC,Chevrolet,Cruze,2011,Used,14,4148,4924,6222,7425,7996,16406,151686,20
BC,Chevrolet,Cruze,2012,Used,13,4500,4500,5800,6900,7719,5746,173000,20
BC,Chevrolet,Cruze,2013,Used,13,3848,4470,6500,7500,9031,6269,163506,20
BC,Chevrolet,Cruze,2014,Used,17,5300,6000,7800,9800,11593,7944,114396,20
BC,Chevrolet,Cruze,2015,Used,10,5894,6924,7394,8868,9880,7756,133052,20
BC,Chevrolet,Cruze,2017,Used,22,9899,10576,11638,12998,13998,11883,128242,37
BC,Chevrolet,Equinox,2017,Used,12,10049,10871,11910,13166,14898,12340,149630,38
BC,Chevrolet,Equinox,2018,Used,17,11275,13998,17688,18679,23074,16836,115135,24
BC,Chevrolet,Equinox,2019,Used,12,16686,18745,19952,23085,23884,19987,83658,32
BC,Chevrolet,Equinox,2020,Used,10,16395,18018,23297,24738,26435,21831,108980,26
BC,Chevrolet,Equinox,2022,Used,22,20039,20998,23992,26665,27888,23995,68396,38
BC,Chevrolet,Equinox,2023,Used,15,24787,26450,27898,28944,31772,27918,43138,25
BC,Chevrolet,Equinox,2024,Used,14,25514,26998,27892,28978,31871,28090,37896,43
BC,Chevrolet,Equinox,2025,Used,12,33709,35666,36656,39985,40882,37262,17888,40
BC,Chevrolet,Equinox,2026,New,68,38571,41064,44630,46361,48256,44478,16,54
BC,Chevrolet,Equinox,2026,Used,16,34510,35996,36500,37540,47244,38458,21034,42
BC,Chevrolet,Equinox,2027,New,158,39991,42201,44403,47753,50088,44918,6,18
BC,Chevrolet,Equinox EV,2026,New,240,41032,42899,48484,52307,54216,47943,15,17
BC,Chevrolet,Express,2025,New,19,57455,58548,59656,59970,61055,59501,17,55
BC,Chevrolet,Express,2026,New,41,56224,57489,60834,64664,66344,61323,4,51
BC,Chevrolet,Malibu,2022,Used,17,15792,17935,19986,21495,22352,19658,89785,38
BC,Chevrolet,Malibu,2023,Used,15,16862,18999,21998,24443,24888,21131,71578,38
BC,Chevrolet,Malibu,2024,Used,42,21438,22476,23995,23995,26690,23715,46462,59
BC,Chevrolet,Silverado,2026,New,11,71463,74306,79331,90178,110088,84590,10,29
BC,Chevrolet,Silverado 1500,2015,Used,11,17995,19575,19999,22495,23900,21002,166058,21
BC,Chevrolet,Silverado 1500,2017,Used,24,20146,23984,26288,33466,38742,28765,150285,24
BC,Chevrolet,Silverado 1500,2018,Used,18,20549,23492,26412,28406,34196,27245,158619,20
BC,Chevrolet,Silverado 1500,2019,Used,12,22893,26398,32460,38232,38994,31898,109286,30
BC,Chevrolet,Silverado 1500,2020,Used,13,29976,33900,37990,44999,49380,39108,100304,38
BC,Chevrolet,Silverado 1500,2021,Used,27,33590,35648,38559,44980,49992,40461,112000,38
BC,Chevrolet,Silverado 1500,2022,Used,21,37777,38900,44989,49299,53990,44832,98710,38
BC,Chevrolet,Silverado 1500,2023,Used,29,34596,41995,45988,51995,58059,46875,78787,38
BC,Chevrolet,Silverado 1500,2024,Used,39,43714,47244,53700,59892,67930,54017,55318,43
BC,Chevrolet,Silverado 1500,2025,Used,52,46982,48942,51996,60000,65904,54656,38886,41
BC,Chevrolet,Silverado 1500,2026,New,610,59990,63803,69953,75843,84176,70980,15,31
BC,Chevrolet,Silverado 1500,2026,Used,33,55287,61080,69959,75344,85972,70118,10915,53
BC,Chevrolet,Silverado 2500HD,2026,New,22,74310,78154,90884,107418,117220,93431,12,21
BC,Chevrolet,Silverado 3500,2026,New,28,77674,83562,94658,112008,119216,98053,15,22
BC,Chevrolet,Silverado 3500HD,2023,Used,11,60999,67669,73290,77390,77994,71415,47621,47
BC,Chevrolet,Silverado 3500HD,2024,Used,17,66563,69987,76495,80703,83913,74915,66775,52
BC,Chevrolet,Silverado 3500HD,2026,New,170,84779,94792,97898,104547,110939,98273,12,50
BC,Chevrolet,Silverado EV,2026,New,12,80584,83438,86976,89090,94521,87547,15,25
BC,Chevrolet,Spark,2021,Used,14,13297,14888,14888,16270,17410,15486,87966,44
BC,Chevrolet,Spark,2022,Used,13,14759,15290,15990,16995,17984,16412,73539,38
BC,Chevrolet,Suburban,2026,New,55,91240,100046,109319,116780,122994,108719,8,39
BC,Chevrolet,Tahoe,2026,New,103,89165,96668,105568,113820,122781,105491,10,42
BC,Chevrolet,TrailBlazer,2023,Used,18,21331,21996,23238,24783,27578,23646,43789,36
BC,Chevrolet,TrailBlazer,2025,Used,16,28606,28957,29984,32213,32995,30514,29834,51
BC,Chevrolet,TrailBlazer,2026,New,112,32693,33968,37758,39514,42816,37180,10,52
BC,Chevrolet,Traverse,2026,New,76,55882,58593,62490,70031,72048,63587,10,51
BC,Chevrolet,Traverse,2027,New,33,57886,62603,66260,68998,72074,65361,15,9
BC,Chevrolet,Trax,2015,Used,10,5990,7075,8387,10746,12036,8882,109036,38
BC,Chevrolet,Trax,2024,Used,15,22395,22998,23800,25190,26291,23752,39870,31
BC,Chevrolet,Trax,2025,Used,20,24588,24966,27636,28910,29909,27108,24788,24
BC,Chevrolet,Trax,2026,New,402,28322,29441,30771,32281,33479,30823,11,52
BC,Chrysler,200,2015,Used,12,5046,6250,8394,10138,11343,8143,153781,31
BC,Chrysler,Grand Caravan,2023,Used,14,31280,32996,34245,35670,35993,34127,45414,44
BC,Chrysler,Grand Caravan,2024,Used,19,33575,36460,37997,39787,40796,38031,27164,39
BC,Chrysler,Grand Caravan,2026,New,35,48658,48998,49490,49995,50369,49533,16,58
BC,Chrysler,Grand Caravan,2027,New,64,49995,49995,50490,50590,50730,50351,16,55
BC,Chrysler,Pacifica,2017,Used,12,18028,18758,20849,24495,30890,22517,104470,20
BC,Chrysler,Pacifica,2022,Used,16,29144,31714,33556,35712,40344,34695,86046,52
BC,Chrysler,Pacifica,2023,Used,21,29999,32385,32995,34980,35880,34756,83315,38
BC,Chrysler,Pacifica,2024,Used,20,36895,38621,51492,57820,58299,48533,22603,43
BC,Chrysler,Pacifica,2025,Used,15,42987,44447,46463,48248,50132,47090,35120,11
BC,Chrysler,Pacifica,2026,New,17,56777,57890,60582,63306,66587,61583,18,62
BC,Chrysler,Pacifica,2027,New,101,53590,55166,57975,61380,66285,59549,15,54
BC,Dodge,Challenger,2018,Used,11,24895,25650,36988,68497,128990,58550,65620,38
BC,Dodge,Challenger,2023,Used,14,37745,42116,49698,61718,94196,58666,21184,38
BC,Dodge,Charger,2021,Used,12,23286,26721,27878,29415,34595,33851,99486,36
BC,Dodge,Charger,2022,Used,12,27875,31988,33792,37665,42695,34956,47573,29
BC,Dodge,Charger,2023,Used,15,31294,36444,37888,44495,60257,42395,48614,38
BC,Dodge,Charger,2026,New,118,65030,70695,77272,82930,88013,75819,20,55
BC,Dodge,Durango,2021,Used,11,31987,35912,38888,39495,42888,41821,87707,51
BC,Dodge,Durango,2022,Used,10,31564,36096,39050,42620,43622,38885,65368,45
BC,Dodge,Durango,2023,Used,17,37663,39495,46000,49999,59532,47394,44184,38
BC,Dodge,Durango,2024,Used,26,40496,43621,47744,60495,81995,55075,41469,55
BC,Dodge,Durango,2025,Used,25,45363,46896,47888,50995,52844,53883,58534,38
BC,Dodge,Durango,2026,New,212,54894,58834,66452,72276,78605,66115,15,54
BC,Dodge,Durango,2026,Used,23,49821,58468,64998,66580,69578,65731,1982,62
BC,Dodge,Grand Caravan,2010,Used,11,3495,3948,6500,7399,8700,5980,200000,23
BC,Dodge,Grand Caravan,2012,Used,11,4499,5248,5500,6997,9950,6292,197329,20
BC,Dodge,Grand Caravan,2014,Used,22,6541,6996,8995,11404,14445,10397,161300,36
BC,Dodge,Grand Caravan,2015,Used,18,7082,8600,10494,12748,17121,11496,152252,24
BC,Dodge,Grand Caravan,2016,Used,26,8350,9575,11444,15912,17000,12924,140781,30
BC,Dodge,Grand Caravan,2017,Used,31,7895,9948,11995,15474,19800,13168,141453,21
BC,Dodge,Grand Caravan,2019,Used,21,11999,14888,16722,19031,22999,17177,143486,33
BC,Dodge,Grand Caravan,2020,Used,10,16099,19916,20724,23429,25299,20523,103178,30
BC,Dodge,Hornet,2023,Used,15,23755,24987,25995,28740,33536,27368,49219,38
BC,Dodge,Hornet,2024,New,12,37166,39749,42550,47666,49999,42836,104,58
BC,Dodge,Hornet,2024,Used,81,30998,34904,37999,45997,62855,42227,9482,59
BC,Dodge,Journey,2012,Used,13,5020,5980,6800,7200,8550,6841,162890,20
BC,Dodge,Journey,2014,Used,11,4499,5650,6000,8572,9995,6812,172000,21
BC,Dodge,Journey,2015,Used,19,4400,6009,7900,9485,10463,7826,172000,37
BC,Dodge,Journey,2016,Used,13,7754,9995,11605,12880,13795,11223,126120,27
BC,Dodge,Journey,2017,Used,19,9896,10247,12888,13442,15396,12478,123935,24
BC,Fiat,500e,2026,New,106,34290,34885,34985,34985,38980,35743,10,27
BC,Ford,Bronco,2021,Used,10,32715,34438,37450,39994,41498,37585,71510,28
BC,Ford,Bronco,2022,Used,23,37918,39488,41990,46448,49880,46703,57965,17
BC,Ford,Bronco,2023,Used,30,44410,48343,54474,60670,67883,56393,40566,29
BC,Ford,Bronco,2024,Used,48,48963,49999,55996,64844,89568,60366,34388,26
BC,Ford,Bronco,2025,New,32,58158,69120,72472,78206,92138,74818,134,52
BC,Ford,Bronco,2025,Used,15,51867,56524,63999,68491,94396,67864,14135,33
BC,Ford,Bronco,2026,New,450,55180,59703,65662,75972,87724,69877,13,52
BC,Ford,Bronco Sport,2021,Used,12,20598,22624,25205,27143,27864,24796,88891,23
BC,Ford,Bronco Sport,2022,Used,13,20010,21888,25957,27999,29596,26328,61307,30
BC,Ford,Bronco Sport,2023,Used,26,24920,26996,28999,32247,34875,29649,54011,28
BC,Ford,Bronco Sport,2024,Used,37,28995,29999,31998,34795,38374,33319,34669,43
BC,Ford,Bronco Sport,2025,New,19,39397,44862,46790,49053,55015,46901,36,52
BC,Ford,Bronco Sport,2025,Used,40,29439,31049,33804,36657,44629,34622,32260,46
BC,Ford,Bronco Sport,2026,New,836,37644,40332,44477,48738,52720,44801,12,51
BC,Ford,Bronco Sport,2026,Used,20,39694,40660,45422,50964,55233,46111,6000,47
BC,Ford,Edge,2016,Used,16,10753,14574,15400,16570,17388,14876,127212,36
BC,Ford,Edge,2017,Used,12,12099,14656,17896,20212,24595,17656,123373,30
BC,Ford,Edge,2018,Used,11,13509,16378,18682,20948,20995,18048,133969,28
BC,Ford,Edge,2019,Used,13,15996,17499,19663,23380,25958,20643,87441,30
BC,Ford,Edge,2022,Used,18,23199,24198,26975,27987,28791,26210,82794,31
BC,Ford,Edge,2023,Used,17,22852,25494,27998,32693,32932,28213,71023,46
BC,Ford,Edge,2024,Used,23,28158,29218,30694,32995,34478,31341,65761,52
BC,Ford,Escape,2008,Used,11,2390,3900,5800,6494,7495,5142,213410,20
BC,Ford,Escape,2011,Used,14,4200,5435,6945,9325,10080,7138,188204,12
BC,Ford,Escape,2013,Used,26,5800,6792,7998,9665,11988,8369,176920,36
BC,Ford,Escape,2014,Used,35,6194,7744,9288,12225,12979,9541,139109,21
BC,Ford,Escape,2015,Used,14,6919,7723,11430,12300,14111,10772,146974,38
BC,Ford,Escape,2017,Used,50,9810,11985,14343,15995,17032,14030,120340,36
BC,Ford,Escape,2018,Used,40,11347,12994,13997,16092,17504,14081,118744,36
BC,Ford,Escape,2019,Used,26,14797,15962,17627,19899,20360,17809,95974,36
BC,Ford,Escape,2020,Used,29,15389,17995,20000,22981,24295,20364,95444,25
BC,Ford,Escape,2021,Used,33,18061,19333,21999,23999,26710,22112,86392,34
BC,Ford,Escape,2022,Used,36,21948,22648,23996,25995,26996,24468,69994,38
BC,Ford,Escape,2023,Used,32,24199,25349,28340,30996,32265,28597,55046,46
BC,Ford,Escape,2024,Used,44,22948,27679,31495,35999,40117,32639,36571,50
BC,Ford,Escape,2025,New,43,34614,35997,39894,45316,47939,40503,21,53
BC,Ford,Escape,2025,Used,67,27826,31557,33870,36220,39237,34132,20915,44
BC,Ford,Escape,2026,New,11,38894,39544,40594,41736,48244,41829,50,52
BC,Ford,Expedition,2024,Used,12,55857,57874,64498,74468,93389,69455,75708,51
BC,Ford,Expedition,2025,Used,11,86840,88000,89958,98748,114815,94942,26864,52
BC,Ford,Expedition,2026,New,17,106952,107940,114090,119290,120874,113693,22,53
BC,Ford,Expedition,2027,New,33,107234,112595,113845,116590,118161,112419,16,30
BC,Ford,Explorer,2016,Used,11,12695,15490,18477,22998,24999,18721,143789,38
BC,Ford,Explorer,2017,Used,18,14995,15573,18716,19999,24996,18992,135000,23
BC,Ford,Explorer,2018,Used,11,16511,18850,21477,25142,27950,22156,117800,37
BC,Ford,Explorer,2020,Used,15,26359,27495,29299,32997,35016,30404,104792,38
BC,Ford,Explorer,2021,Used,22,29010,31996,33894,34995,36925,33209,110840,30
BC,Ford,Explorer,2022,Used,31,29995,33834,38698,41910,44998,38745,72408,41
BC,Ford,Explorer,2023,Used,10,36720,39498,41166,45549,47999,42174,73243,36
BC,Ford,Explorer,2025,Used,19,44715,48379,53888,58935,61606,53600,20493,28
BC,Ford,Explorer,2026,New,344,53817,58312,62581,67400,73945,63063,12,52
BC,Ford,Explorer,2026,Used,15,56350,59413,62995,68189,71453,63395,6852,46
BC,Ford,Explorer,2027,New,23,59495,63084,67453,70584,75217,66699,26,8
BC,Ford,F 150 Lariat,2026,New,30,78770,80172,83440,86419,96975,84993,50,51
BC,Ford,F 150 Stx,2026,New,14,59166,59166,59166,65408,69608,62025,30,55
BC,Ford,F 150 Tremor,2026,New,12,86820,88744,92950,97699,99908,94730,50,51
BC,Ford,F 150 Xlt,2026,New,90,62872,65256,71242,84495,86047,73663,30,55
BC,Ford,F 350 Xlt,2026,New,10,82659,84682,94317,96340,97594,90270,50,51
BC,Ford,F-150,2010,Used,26,7395,8850,12000,13874,16492,11724,222000,26
BC,Ford,F-150,2011,Used,15,5954,8445,9400,12850,15750,10409,242000,22
BC,Ford,F-150,2012,Used,11,6990,7304,9711,12998,13995,10960,204615,20
BC,Ford,F-150,2013,Used,22,9870,10991,12997,13995,16795,13023,222372,20
BC,Ford,F-150,2014,Used,22,12094,14222,18706,21614,21987,17759,179117,22
BC,Ford,F-150,2015,Used,20,14842,17122,19894,24641,25550,20147,217006,22
BC,Ford,F-150,2016,Used,23,14240,18942,23294,29862,31795,24074,167000,21
BC,Ford,F-150,2017,Used,27,18959,21898,24888,28248,33943,26036,181563,21
BC,Ford,F-150,2018,Used,55,17989,22184,27560,31042,34595,26784,151401,21
BC,Ford,F-150,2019,Used,41,25999,29457,33895,37980,48999,35934,114568,20
BC,Ford,F-150,2020,Used,38,21448,30190,35250,42916,47892,35697,115795,38
BC,Ford,F-150,2021,Used,57,32995,36885,41998,47795,55917,42704,105000,23
BC,Ford,F-150,2022,Used,109,33708,39802,46254,51995,56199,46934,92180,25
BC,Ford,F-150,2023,Used,140,44436,47995,52997,59192,67702,56677,59570,28
BC,Ford,F-150,2024,Used,102,47668,49996,55674,62522,74199,57967,39696,32
BC,Ford,F-150,2025,New,29,55073,69995,83150,94944,112607,82691,44,53
BC,Ford,F-150,2025,Used,90,50997,53757,62745,74782,88095,66653,25478,32
BC,Ford,F-150,2026,New,2718,65118,71773,81188,88995,100102,82230,13,42
BC,Ford,F-150,2026,Used,35,70758,75823,85720,90656,97580,84317,4141,52
BC,Ford,F-150 Lightning,2022,Used,11,57995,59995,59995,68495,73445,63380,66167,38
BC,Ford,F-150 Lightning,2023,Used,33,54378,60348,67995,73998,77396,66954,64513,38
BC,Ford,F-150 Lightning,2024,Used,11,53998,57948,64698,70996,75901,64762,42512,7
BC,Ford,F-150 Lightning,2025,Used,14,65858,79995,80297,84545,89701,79761,20076,22
BC,Ford,F-350,2022,Used,10,55809,61390,72988,80220,85455,70930,86134,37
BC,Ford,F-350,2023,Used,14,61729,67694,85747,93794,99695,81459,71671,44
BC,Ford,F-350,2024,Used,15,69277,73390,81222,94492,102207,84877,46286,51
BC,Ford,F-350,2026,New,245,85820,94920,107549,119939,128807,106962,19,52
BC,Ford,F-350,2027,New,62,90527,105534,129622,133649,136532,119763,26,10
BC,Ford,F-450,2026,New,17,119349,119629,120669,131213,132813,124961,10,52
BC,Ford,Focus,2012,Used,14,4149,4500,6248,7871,8725,6181,163206,20
BC,Ford,Focus,2013,Used,10,5350,6212,7245,8246,8910,7073,121100,30
BC,Ford,Focus,2014,Used,13,5560,5800,7936,8788,9359,7625,119000,20
BC,Ford,Focus,2016,Used,13,7169,7922,9995,12800,13756,10593,101000,30
BC,Ford,Fusion,2017,Used,13,10156,11888,13000,15870,16794,13879,110000,24
BC,Ford,Maverick,2022,Used,15,27396,28588,29990,32750,34238,30672,88262,40
BC,Ford,Maverick,2023,Used,12,28961,30937,33848,35221,38604,33403,49181,30
BC,Ford,Maverick,2024,Used,14,34646,35467,37386,38299,38933,37136,30244,38
BC,Ford,Maverick,2025,Used,11,35498,37688,39995,41542,41999,39712,11865,54
BC,Ford,Maverick,2026,New,434,40801,42744,45162,49067,52412,46053,14,46
BC,Ford,Mustang,2015,Used,10,15810,17024,20922,24370,32445,23942,80454,26
BC,Ford,Mustang,2018,Used,14,22430,24470,26948,31424,34694,35403,79914,24
BC,Ford,Mustang,2019,Used,10,19884,22638,24945,35196,46899,30220,58582,37
BC,Ford,Mustang,2022,Used,10,33279,34595,37992,48556,69420,44646,38079,13
BC,Ford,Mustang,2024,Used,16,35794,38675,40981,55996,77499,49450,28765,26
BC,Ford,Mustang,2025,Used,21,37977,39995,41888,45805,56888,46074,26502,50
BC,Ford,Mustang,2026,New,189,42091,47015,57898,72903,86173,67311,14,55
BC,Ford,Mustang Mach-E,2022,Used,15,31794,34034,39900,45435,52888,42271,52100,52
BC,Ford,Mustang Mach-E,2023,Used,17,34119,36900,38893,40704,42093,38007,41080,18
BC,Ford,Mustang Mach-E,2025,Used,11,38999,41997,46525,49999,49999,44045,13900,46
BC,Ford,Mustang Mach-E,2026,New,628,47838,50488,53522,56918,59306,53847,10,43
BC,Ford,Mustang Mach-E,2026,Used,10,48534,52621,55802,57619,58291,54792,16000,53
BC,Ford,Ranger,2019,Used,11,27800,28391,30900,34044,34990,30747,100207,25
BC,Ford,Ranger,2021,Used,13,29996,30419,33195,34780,36590,33026,90000,32
BC,Ford,Ranger,2024,Used,16,38898,44946,45870,50668,60694,48681,26504,22
BC,Ford,Ranger,2025,New,18,54692,56892,59265,62598,79320,62792,62,52
BC,Ford,Ranger,2026,New,540,46682,50843,55140,61228,82825,57924,13,52
BC,Ford,Super Duty,2026,New,79,84466,87958,105820,116110,118406,103707,10,52
BC,Ford,Super Duty F-350 SRW,2024,Used,17,72324,78000,89500,96995,100556,87454,49300,37
BC,Ford,Super Duty F-350 SRW,2026,New,187,79322,87128,102568,114337,118541,100736,18,50
BC,Ford,Transit,2017,Used,14,19854,21647,27974,32796,42620,28956,141044,37
BC,Ford,Transit,2019,Used,15,21494,26422,33995,42488,49950,36822,127553,26
BC,Ford,Transit,2020,Used,13,29919,32800,37990,43410,49356,38803,90720,38
BC,Ford,Transit,2021,Used,13,33180,36800,39950,40880,46192,40397,72328,37
BC,Ford,Transit,2023,Used,11,44499,47496,47995,51996,57588,50698,86054,51
BC,Ford,Transit,2024,Used,16,47448,48888,54666,55491,68978,55191,48660,38
BC,Ford,Transit,2025,Used,13,50991,54995,55995,71688,78891,61625,28652,36
BC,Ford,Transit,2026,New,185,67324,69430,73020,78030,84390,74578,30,51
BC,Ford,Transit Connect,2018,Used,12,23153,25707,27802,28916,29896,26899,79648,33
BC,GMC,Acadia,2023,Used,14,33351,35049,36990,39458,41508,37263,56495,44
BC,GMC,Acadia,2026,New,123,58307,62352,66608,70312,78625,67337,11,55
BC,GMC,Canyon,2021,Used,11,30888,34844,36995,38954,39980,36658,84000,38
BC,GMC,Canyon,2024,Used,18,44997,49470,53444,58629,65898,54717,32661,30
BC,GMC,Canyon,2026,New,195,57958,60190,62642,66878,72718,63929,12,51
BC,GMC,HUMMER EV,2026,New,26,134474,135291,135989,138726,151968,140891,12,54
BC,GMC,Savana,2025,New,16,56624,57679,59334,63045,67574,60589,10,53
BC,GMC,Savana,2026,New,27,57033,57033,61458,64194,66711,61183,5,55
BC,GMC,Sierra,2026,New,35,67270,70106,90480,109518,115744,89690,9,55
BC,GMC,Sierra 1500,2014,Used,12,10188,12718,14950,18992,20713,16077,200128,12
BC,GMC,Sierra 1500,2015,Used,17,16260,17830,22616,24899,27396,21652,205143,29
BC,GMC,Sierra 1500,2016,Used,14,17444,23599,27642,31495,36080,27259,146128,30
BC,GMC,Sierra 1500,2017,Used,26,18400,23249,25888,32217,35772,26807,181386,24
BC,GMC,Sierra 1500,2018,Used,24,19198,25598,27824,31928,36089,28152,158000,22
BC,GMC,Sierra 1500,2019,Used,13,30580,34999,37885,43498,45798,39439,121114,24
BC,GMC,Sierra 1500,2020,Used,18,38546,40235,42970,48666,52156,43655,107490,30
BC,GMC,Sierra 1500,2021,Used,23,30721,34490,37888,45464,54792,40806,125739,37
BC,GMC,Sierra 1500,2022,Used,25,41388,44998,52290,59394,63996,52620,76986,34
BC,GMC,Sierra 1500,2023,Used,44,42298,46996,52144,59991,65453,54185,75362,28
BC,GMC,Sierra 1500,2024,Used,65,48521,52989,59995,67499,74937,60936,42839,38
BC,GMC,Sierra 1500,2025,Used,31,59786,62890,69998,77746,87995,71753,23824,51
BC,GMC,Sierra 1500,2026,New,718,62494,68471,76028,86733,95913,78081,11,43
BC,GMC,Sierra 1500,2026,Used,27,64885,69902,76999,91949,101598,82095,11851,54
BC,GMC,Sierra 2500HD,2026,New,26,78122,81482,100051,117992,129948,101526,17,43
BC,GMC,Sierra 3500,2026,New,30,93847,103172,111149,118506,122660,109753,10,51
BC,GMC,Sierra 3500HD,2021,Used,12,56992,59418,63488,68498,73890,64827,150524,22
BC,GMC,Sierra 3500HD,2022,Used,14,65507,66715,70348,77746,79999,70889,106266,38
BC,GMC,Sierra 3500HD,2023,Used,12,70499,75186,78771,86698,88699,80010,56702,36
BC,GMC,Sierra 3500HD,2024,Used,28,67726,80588,89244,99246,104258,87525,63972,50
BC,GMC,Sierra 3500HD,2026,New,350,93553,104728,110394,120960,123762,110829,11,53
BC,GMC,Terrain,2018,Used,11,12500,14496,17599,19498,23942,17702,111195,37
BC,GMC,Terrain,2019,Used,16,17842,18435,20395,24982,26082,21176,109270,49
BC,GMC,Terrain,2022,Used,19,21936,22952,25393,26988,27377,24215,84998,32
BC,GMC,Terrain,2023,Used,14,22575,24859,28187,29725,35518,28490,65767,29
BC,GMC,Terrain,2024,Used,31,26014,27944,29999,36398,38989,31863,47321,38
BC,GMC,Terrain,2026,New,39,39371,41720,46881,50072,51945,46069,12,58
BC,GMC,Terrain,2026,Used,16,34127,37284,41943,44641,47236,41248,15798,50
BC,GMC,Terrain,2027,New,159,42059,45216,49744,52226,54833,49128,10,17
BC,GMC,Yukon,2022,Used,11,41900,52161,67596,75160,76487,61155,120773,51
BC,GMC,Yukon,2023,Used,10,66498,70790,80452,86615,88899,78145,64162,43
BC,GMC,Yukon,2026,New,191,104008,107777,118183,128940,138306,119158,10,53
BC,Genesis,G70,2026,Used,13,50492,51649,60500,65500,67580,59662,817,27
BC,Genesis,GV70,2026,Used,42,67041,67992,71498,73600,83449,71904,954,39
BC,Genesis,GV80,2026,Used,29,88632,95500,98100,100600,104360,97107,620,39
BC,Honda,Accord,2008,Used,15,7193,7650,8998,10500,12340,9363,186609,33
BC,Honda,Accord,2014,Used,20,9500,12638,13800,14996,16086,13527,162214,22
BC,Honda,Accord,2015,Used,14,10860,13124,15194,16995,19556,15104,130860,20
BC,Honda,Accord,2017,Used,17,15993,16800,19999,22800,23878,19632,119789,20
BC,Honda,Accord,2018,Used,24,16648,18450,21044,24848,24997,21053,134450,20
BC,Honda,Accord,2019,Used,13,19196,21750,24498,26564,26995,23512,111412,18
BC,Honda,Accord,2020,Used,12,22545,22995,25448,28848,28994,25678,101862,25
BC,Honda,Accord,2022,Used,13,25395,27999,28889,32998,34108,29995,101376,23
BC,Honda,Accord,2025,New,12,37188,37188,40895,42800,45212,40444,30,60
BC,Honda,Accord,2025,Used,27,34537,35950,37346,41522,45769,39153,6000,44
BC,Honda,Accord,2026,New,171,46080,47303,48780,49711,49827,48180,12,50
BC,Honda,Accord,2026,Used,11,45759,45981,47316,48140,48680,47175,1422,44
BC,Honda,CR-V,2010,Used,15,7900,9240,11800,11938,12898,10808,186988,30
BC,Honda,CR-V,2011,Used,13,6396,8980,9990,10990,12994,9785,201000,23
BC,Honda,CR-V,2012,Used,11,8499,9250,13800,14250,16195,12530,190511,22
BC,Honda,CR-V,2013,Used,15,9900,10745,12438,14995,16849,13298,216770,21
BC,Honda,CR-V,2014,Used,19,13198,15737,17200,18528,18863,16871,132525,16
BC,Honda,CR-V,2015,Used,17,12595,15995,16998,19990,21938,17400,159191,15
BC,Honda,CR-V,2016,Used,15,14848,16566,17800,19922,23998,18529,148511,37
BC,Honda,CR-V,2017,Used,33,16120,17999,21998,24888,26858,21810,137000,21
BC,Honda,CR-V,2018,Used,35,18159,19592,21890,24997,26428,21909,137852,25
BC,Honda,CR-V,2019,Used,28,22846,24430,27168,30122,31539,27472,96357,20
BC,Honda,CR-V,2020,Used,25,23999,24998,26902,31988,34985,28513,103521,22
BC,Honda,CR-V,2021,Used,24,25789,28299,29950,33120,33995,30269,69058,24
BC,Honda,CR-V,2022,Used,28,28930,31099,33992,35121,35926,32904,69704,20
